file_name,image_id,tag,model_id,modelVersion_id,prompt_id,size,seed,prompt,negativePrompt,cfgScale,sampler,brisque_score,clip_score
94640284025451249016643369963338149732.png,94640284025451249016643369963338149732,art,1,4,23,512x768,9133783679,"masterpiece, best quality, best shadow, intricate, a painting of an ornate treasure chest with a broad sword propped up against it, glowing in a dark cave","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,24.5641,28.1907
95577824638518090845113634653739744317.png,95577824638518090845113634653739744317,art,1,4,24,512x768,4131109744,"masterpiece, best quality, best shadow, intricate, an oil surrealist painting of a dreamworld on a seashore where clocks and watches appear to be inexplicably limp and melting in the desolate landscape. a table on the left, with a golden watch swarmed by ants. a strange fleshy creature in the center of the painting","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,15.3939,37.2658
308304307018190172038045938958051645730.png,308304307018190172038045938958051645730,artifact,1,4,25,768x512,5984593491,"masterpiece, best quality, best shadow, intricate, a blue t-shirt with a dinosaur on it","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,19.0493,31.1245
158352477410122076247137126678447865106.png,158352477410122076247137126678447865106,artifact,1,4,26,768x512,4556155879,"masterpiece, best quality, best shadow, intricate, a white robot, a red robot and a black robot standing together","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,7.1458,28.908
240699536990577819667992939825543211943.png,240699536990577819667992939825543211943,artifact,1,4,27,768x512,1461816475,"masterpiece, best quality, best shadow, intricate, a paranoid android freaking out and jumping into the air because it is surrounded by colorful Easter eggs","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-0.4378,25.8869
247335226453071257490183154997105768064.png,247335226453071257490183154997105768064,artifact,1,4,28,768x512,8115899322,"masterpiece, best quality, best shadow, intricate, a silver doorknocker on a mahoghany door","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,10.0378,36.7047
148430427975628287238857017105296856030.png,148430427975628287238857017105296856030,artifact,1,4,29,768x512,6636029176,"masterpiece, best quality, best shadow, intricate, a yellow diamond-shaped sign with a wooly mammoth silhouette","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,11.7908,28.8516
47313510199838427019498002399826619374.png,47313510199838427019498002399826619374,food,1,4,30,768x512,2003469210,"masterpiece, best quality, best shadow, intricate, A bowl of Beef Pho","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,10.6583,32.5657
106440917440657473589501539909070678064.png,106440917440657473589501539909070678064,food,1,4,31,768x512,8554415131,"masterpiece, best quality, best shadow, intricate, five green peppers to the right of two red onions","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-0.5372,28.7293
323356907655718791606084183197904413372.png,323356907655718791606084183197904413372,food,1,4,32,768x512,1409520675,"masterpiece, best quality, best shadow, intricate, a glass of orange juice with an orange peel stuck on the rim","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,11.7316,30.8698
331176670624133824190856303580206710425.png,331176670624133824190856303580206710425,food,1,4,33,768x512,2670652932,"masterpiece, best quality, best shadow, intricate, milk pouring from a glass into a bowl","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,10.5739,25.1522
135671630371314969398363736688396966017.png,135671630371314969398363736688396966017,food,1,4,34,768x512,9018489340,"masterpiece, best quality, best shadow, intricate, a wine bottle with a red ribbon wrapped around it","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,31.7993,28.1893
2663863284045478555937326271868629768.png,2663863284045478555937326271868629768,illustration,1,4,35,768x512,1480882407,"masterpiece, best quality, best shadow, intricate, a cube made of porcupine","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,90.3548,24.5034
281801372831606386446578716984719290151.png,281801372831606386446578716984719290151,illustration,1,4,36,768x512,5682533250,"masterpiece, best quality, best shadow, intricate, a metallic blue sphere to the left of a yellow box made of felt","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-6.8707,30.0428
41708871310426848429798289575006712040.png,41708871310426848429798289575006712040,illustration,1,4,37,768x512,6717752929,"masterpiece, best quality, best shadow, intricate, the words 'KEEP OFF THE GRASS'","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,18.1111,29.2868
310232257593391564056518384475414814605.png,310232257593391564056518384475414814605,illustration,1,4,38,768x512,4930352916,"masterpiece, best quality, best shadow, intricate, a square with an angry face","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,37.821,23.7529
276055419079589077188648665832949312463.png,276055419079589077188648665832949312463,illustration,1,4,39,768x512,3918434010,"masterpiece, best quality, best shadow, intricate, a red cube on top of a blue cube","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,5.1369,24.0283
29206771995462507528081600694763468455.png,29206771995462507528081600694763468455,architecture,1,4,40,768x512,7490480091,"masterpiece, best quality, best shadow, intricate, a group of cats in a meeting. there is a whiteboard with ""stack more layers"" written on it.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,37.1826,28.0691
222815104097631332461754546496005604211.png,222815104097631332461754546496005604211,architecture,1,4,41,768x512,2060098864,"masterpiece, best quality, best shadow, intricate, An empty fireplace with a television above it. The TV shows a lion hugging a giraffe.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,26.429,32.4892
237213914244557317727490939555283855693.png,237213914244557317727490939555283855693,architecture,1,4,42,768x512,3390813036,"masterpiece, best quality, best shadow, intricate, a bunch of laptops piled on a sofa","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,25.587,24.2411
3868192371936345342532417181086224709.png,3868192371936345342532417181086224709,architecture,1,4,43,768x512,5910226421,"masterpiece, best quality, best shadow, intricate, a ceiling fan with five brown blades","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,30.4279,34.9006
69775406357995668541878180751583572517.png,69775406357995668541878180751583572517,architecture,1,4,44,768x512,5278374185,"masterpiece, best quality, best shadow, intricate, a living room with a large Egyptian statue in the corner","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,31.4657,26.3275
238932858402293903380412085329994634231.png,238932858402293903380412085329994634231,scenery,1,4,45,768x512,3698502578,"masterpiece, best quality, best shadow, intricate, a tennis court with a basketball hoop in one corner","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,19.2699,28.8608
160299894340918123946502240134934413845.png,160299894340918123946502240134934413845,scenery,1,4,46,768x512,998785767,"masterpiece, best quality, best shadow, intricate, a close-up of the eye of the planet Jupiter","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,29.3167,29.6895
7955271455654942598816792538096903045.png,7955271455654942598816792538096903045,scenery,1,4,47,768x512,2983353700,"masterpiece, best quality, best shadow, intricate, the word 'START' written in chalk on a sidewalk","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,27.2801,27.1291
266647071540516298764926961535081197532.png,266647071540516298764926961535081197532,scenery,1,4,48,768x512,3745127138,"masterpiece, best quality, best shadow, intricate, a tidal wave approaching a coastal road","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,6.4537,24.8838
263581221930922806103934135111851006178.png,263581221930922806103934135111851006178,scenery,1,4,49,768x512,173376499,"masterpiece, best quality, best shadow, intricate, a fall landscape with a small cottage next to a lake","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,16.8415,32.311
302735583127736731531250761757615189707.png,302735583127736731531250761757615189707,people,1,4,50,512x768,8904114895,"masterpiece, best quality, best shadow, intricate, a group of skiers are preparing to walk up a sand dune","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,3.9125,33.2901
222343369975985691656657463394199314500.png,222343369975985691656657463394199314500,people,1,4,51,512x768,5661439270,"masterpiece, best quality, best shadow, intricate, a Saint Bernard standing up with its paws in the air. A young girl is seated on the dog's shoulders.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,13.7363,33.2376
33166251578238701678546384780755800744.png,33166251578238701678546384780755800744,people,1,4,52,512x768,3892569215,"masterpiece, best quality, best shadow, intricate, an old man with a long grey beard and green eyes","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,6.669,27.8223
3979003231333901922718795854069120465.png,3979003231333901922718795854069120465,people,1,4,53,512x768,6527211001,"masterpiece, best quality, best shadow, intricate, a man eating a glazed donut and a woman eating a chocolate cake","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,21.8118,26.3277
304227524098057612556731073479748507168.png,304227524098057612556731073479748507168,people,1,4,54,512x768,4467726520,"masterpiece, best quality, best shadow, intricate, a frustrated child","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,49.0615,25.24
121821209745201033027044651556974239382.png,121821209745201033027044651556974239382,produce & plant,1,4,55,768x512,7459922620,"masterpiece, best quality, best shadow, intricate, A photo of a maple leaf made of water. ","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,25.2151,30.8842
203594932412652622417227126900922669541.png,203594932412652622417227126900922669541,produce & plant,1,4,56,768x512,8376493814,"masterpiece, best quality, best shadow, intricate, a butterfly kite stuck high in a tree","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.2961,26.2125
33848240740162890329860934965843155373.png,33848240740162890329860934965843155373,produce & plant,1,4,57,768x512,6532914018,"masterpiece, best quality, best shadow, intricate, A photo of a four-leaf clover made of water. ","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,22.7859,31.3274
283422934590936144748751799512029343672.png,283422934590936144748751799512029343672,produce & plant,1,4,58,768x512,2233537572,"masterpiece, best quality, best shadow, intricate, a smiling banana wearing a bandana","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,11.8627,26.9988
73646835884060308542932305274848360537.png,73646835884060308542932305274848360537,produce & plant,1,4,59,768x512,7465129606,"masterpiece, best quality, best shadow, intricate, a small garden with an apple tree behind it","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,14.4662,27.2242
96260236336932802173008624000664051060.png,96260236336932802173008624000664051060,vehicle,1,4,60,768x512,6047528567,"masterpiece, best quality, best shadow, intricate, a submarine floating past a shark","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,26.1918,32.706
23759053906415661391396766605348081372.png,23759053906415661391396766605348081372,vehicle,1,4,61,768x512,4402297889,"masterpiece, best quality, best shadow, intricate, a subway train coming out of a tunnel","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,20.129,27.3661
283944065721862409857317167515734072333.png,283944065721862409857317167515734072333,vehicle,1,4,62,768x512,5235424873,"masterpiece, best quality, best shadow, intricate, a subway train with no cows in it","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,21.9541,29.5421
98392038622078769667162514797540554259.png,98392038622078769667162514797540554259,vehicle,1,4,63,768x512,4568468532,"masterpiece, best quality, best shadow, intricate, A photograph of the inside of a subway train. There are frogs sitting on the seats. One of them is reading a newspaper. The window shows the river in the background.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,10.4434,29.5742
244367278427608281741974094570180766064.png,244367278427608281741974094570180766064,vehicle,1,4,64,768x512,9286102128,"masterpiece, best quality, best shadow, intricate, a old-time car with a large front grille","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,8.6403,29.7226
164745579311490708776194880151020519600.png,164745579311490708776194880151020519600,world knowledge,1,4,65,768x512,9826328824,"masterpiece, best quality, best shadow, intricate, a boat in the canals of venice","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,22.5715,28.65
294863892188467279354310913126770782558.png,294863892188467279354310913126770782558,world knowledge,1,4,66,768x512,735836385,"masterpiece, best quality, best shadow, intricate, the cover of The Beatle's album Revolver","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,16.491,29.8892
212482601773810110835637797892996278864.png,212482601773810110835637797892996278864,world knowledge,1,4,67,768x512,7829008466,"masterpiece, best quality, best shadow, intricate, a Ferrari Testarossa in front of the Kremlin","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,27.4564,38.2315
13986741428856408039103343912170907162.png,13986741428856408039103343912170907162,world knowledge,1,4,68,768x512,5956840504,"masterpiece, best quality, best shadow, intricate, an abstract painting of the Empire State Building","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,18.3522,28.7381
337626442733489136495604230803518122508.png,337626442733489136495604230803518122508,world knowledge,1,4,69,768x512,9632658022,"masterpiece, best quality, best shadow, intricate, A shiny VW van that has flowers painted on it. A smiling sloth stands on grass in front of the van and is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. ink sketch.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,23.6155,35.9242
111415889944148261643201543294305801457.png,111415889944148261643201543294305801457,people,1,5,1,512x768,1434108678,"masterpiece, best quality, best shadow, intricate, 1girl, solo, closeup portrait, standing, pink hair, long hair, hair ornament, floating hair, blue eyes, looking at viewer, looking away, smile, closed mouth, floral print milkmaid dress, beautiful background","extra fingers, fewer fingers, bad hands, extra hands, lowres, bad anatomy, watermark, symmetric, NSFW",7,DPM++,14.0145,31.6938
211727208480248166553560558677631457465.png,211727208480248166553560558677631457465,people,1,5,2,512x768,166329422,"best quality, masterpiece, best shadow, intricate, ultra high res, 1man, long hair, messy hair,  pilot sunglasses, white shirt, dynamic pose, looking at viewer, from below, Tokyo city background, night city","extra fingers, fewer fingers, bad hands, lowres, bad anatomy, watermark, girl, female, NSFW",7,DPM++,8.7803,29.5518
308824170120006359637598986844072188939.png,308824170120006359637598986844072188939,scenery,1,5,3,768x512,2230358527,"masterpiece, best quality, high quality, extremely detailed CG unity 8k wallpaper,landscape with texture ,A place with lots of leaves on the ground and autumn colors,award winning photography, Bokeh, Depth of Field, HDR, bloom, Chromatic Aberration, extremely detailed, trending on artstation","canvas frame, disfigured, bad art, weird colors, blurry, duplicate, out of frame, NSFW",7,DPM++,3.9348,33.1377
107356828651604031801096920992459872271.png,107356828651604031801096920992459872271,animal,1,5,4,512x768,2995762643,"masterpiece, best quality, best shadow, intricate, highly detailed, black cat, tin cute, warm lighting","canvas frame, disfigured, bad art, weird colors, blurry, duplicate, out of frame, NSFW",7,DPM++,-5.4026,28.7547
320494268540727239571357833025851236949.png,320494268540727239571357833025851236949,vehicle,1,5,5,768x512,3518075494,"masterpiece, best quality, official art, extremely detailed CG unity 8k wallpaper, illustration, light, red car, bright, motor vehicle, ground vehicle, sports car, vehicle focus, road, need for speed, moving, wet, cyberpunk, tokyo, neon lights, drift","worst quality, bad quality, lowres, watermark",7,DPM++,22.8204,34.6677
110795520514262624788433125658091549338.png,110795520514262624788433125658091549338,architecture,1,5,6,768x512,2282177607,"insanely detailed wide angle architecture photography, cozy contemporary living room, award-winning contemporary interior design, bright warm sunlight, furniture, indoors, building, living room, rug, plant, couch, intersting lights and shadows","worst quality, bad quality, lowres, watermark",7,DPM++,15.9368,26.788
236756793337854786684837371753247081945.png,236756793337854786684837371753247081945,illustration,1,5,7,768x512,132340236,"portrait of beautiful cyborg with brown hair, intricate, elegant, highly detailed, majestic, digital photography, art by artgerm and ruan jia and greg rutkowski surreal painting gold butterfly filigree, broken glass, hdr","extra fingers, fewer fingers, bad hands, worst quality, bad quality, lowres, watermark",7,DPM++,4.0287,35.477
183752735959680531468218386962298844038.png,183752735959680531468218386962298844038,art,1,5,8,512x768,384804,"masterpiece, best quality, best shadow, intricate, oil painting, art, painting, violet flower, jar, table, white cloth, brush, classic, impressionism, artwork by Monet","worst quality, bad quality, lowres, watermark, photo",7,DPM++,26.2371,33.7451
281625587085843789874210822324675879314.png,281625587085843789874210822324675879314,food,1,5,9,768x512,1719354594,"masterpiece, best quality, best shadow, intricate, 1 bowl of ramen","worst quality, bad quality, lowres, watermark, multiple bows",7,DPM++,11.2271,26.3463
77681319586989250538162342946050742919.png,77681319586989250538162342946050742919,abstract,1,5,10,768x512,3660892251,"masterpiece, best quality, best shadow, intricate, Pneumonoultramicroscopicsilicovolcanoconiosis","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,95.6355,24.9064
1861436742968332551137603459593323457.png,1861436742968332551137603459593323457,abstract,1,5,11,768x512,7461982159,"masterpiece, best quality, best shadow, intricate, supercalifragilisticexpialidocious","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,17.7882,18.792
142357451987916848792670049171830529830.png,142357451987916848792670049171830529830,abstract,1,5,12,768x512,8486466558,"masterpiece, best quality, best shadow, intricate, Incomprehensibilities","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,126.0353,22.2455
176806785772111660810094834578014128096.png,176806785772111660810094834578014128096,abstract,1,5,13,768x512,925534487,"masterpiece, best quality, best shadow, intricate, The collision of two black holes in the center of a galaxy.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,4.3635,27.2956
111396509125900463587754400117693247211.png,111396509125900463587754400117693247211,abstract,1,5,14,768x512,128112445,"masterpiece, best quality, best shadow, intricate, Oil painting generated by artificial intelligence","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,15.303,27.7487
116388561044302122076877625094395748366.png,116388561044302122076877625094395748366,animal,1,5,15,512x768,1509721018,"masterpiece, best quality, best shadow, intricate, a close-up of a blue dragonfly on a daffodil","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,7.9441,28.7023
96229883390498855080456349552014592855.png,96229883390498855080456349552014592855,animal,1,5,16,512x768,5443568375,"masterpiece, best quality, best shadow, intricate, The mouse the cat watches is jumping in the air.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,-2.214,29.0235
316744235319993122313439102437461764994.png,316744235319993122313439102437461764994,animal,1,5,17,512x768,3322673031,"masterpiece, best quality, best shadow, intricate, Portrait of a gecko wearing a train conductor’s hat and holding a flag that has a yin-yang symbol on it. Marble statue.","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,28.5988,31.9002
307406308296947936638003905671994267790.png,307406308296947936638003905671994267790,animal,1,5,18,512x768,2906332466,"masterpiece, best quality, best shadow, intricate, A cartoon tiger face","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,5.3003,28.3584
16818119229738940715706889200180611325.png,16818119229738940715706889200180611325,animal,1,5,19,512x768,901409224,"masterpiece, best quality, best shadow, intricate, corgi pizza","extra fingers, fewer fingers, extra hands, bad hands, worst quality, bad quality, lowres, watermark, nsfw",7,DPM++,11.5634,33.5568
