prompt_id,tag,size,seed,prompt,negativePrompt,sampler,cfgScale
34,food,768x512,9018489340,a wine bottle with a red ribbon wrapped around it, ,,7
35,illustration,768x512,1480882407,a cube made of porcupine, ,,7
36,illustration,768x512,5682533250,a metallic blue sphere to the left of a yellow box made of felt, ,,7
37,illustration,768x512,6717752929,the words 'KEEP OFF THE GRASS', ,,7
38,illustration,768x512,4930352916,a square with an angry face, ,,7
39,illustration,768x512,3918434010,a red cube on top of a blue cube, ,,7
40,architecture,768x512,7490480091,"a group of cats in a meeting. there is a whiteboard with ""stack more layers"" written on it.", ,,7
41,architecture,768x512,2060098864,An empty fireplace with a television above it. The TV shows a lion hugging a giraffe., ,,7
42,architecture,768x512,3390813036,a bunch of laptops piled on a sofa, ,,7
43,architecture,768x512,5910226421,a ceiling fan with five brown blades, ,,7
44,architecture,768x512,5278374185,a living room with a large Egyptian statue in the corner, ,,7
45,scenery,768x512,3698502578,a tennis court with a basketball hoop in one corner, ,,7
46,scenery,768x512,998785767,a close-up of the eye of the planet Jupiter, ,,7
47,scenery,768x512,2983353700,the word 'START' written in chalk on a sidewalk, ,,7
48,scenery,768x512,3745127138,a tidal wave approaching a coastal road, ,,7
49,scenery,768x512,173376499,a fall landscape with a small cottage next to a lake, ,,7
50,people,512x768,8904114895,a group of skiers are preparing to walk up a sand dune, ,,7
51,people,512x768,5661439270,a Saint Bernard standing up with its paws in the air. A young girl is seated on the dog's shoulders., ,,7
52,people,512x768,3892569215,an old man with a long grey beard and green eyes, ,,7
53,people,512x768,6527211001,a man eating a glazed donut and a woman eating a chocolate cake, ,,7
54,people,512x768,4467726520,a frustrated child, ,,7
55,produce & plant,768x512,7459922620,A photo of a maple leaf made of water. , ,,7
56,produce & plant,768x512,8376493814,a butterfly kite stuck high in a tree, ,,7
57,produce & plant,768x512,6532914018,A photo of a four-leaf clover made of water. , ,,7
58,produce & plant,768x512,2233537572,a smiling banana wearing a bandana, ,,7
59,produce & plant,768x512,7465129606,a small garden with an apple tree behind it, ,,7
60,vehicle,768x512,6047528567,a submarine floating past a shark, ,,7
61,vehicle,768x512,4402297889,a subway train coming out of a tunnel, ,,7
62,vehicle,768x512,5235424873,a subway train with no cows in it, ,,7
63,vehicle,768x512,4568468532,A photograph of the inside of a subway train. There are frogs sitting on the seats. One of them is reading a newspaper. The window shows the river in the background., ,,7
64,vehicle,768x512,9286102128,a old-time car with a large front grille, ,,7
65,world knowledge,768x512,9826328824,a boat in the canals of venice, ,,7
66,world knowledge,768x512,735836385,the cover of The Beatle's album Revolver, ,,7
67,world knowledge,768x512,7829008466,a Ferrari Testarossa in front of the Kremlin, ,,7
68,world knowledge,768x512,5956840504,an abstract painting of the Empire State Building, ,,7
69,world knowledge,768x512,9632658022,"A shiny VW van that has flowers painted on it. A smiling sloth stands on grass in front of the van and is wearing a leather jacket, a cowboy hat, a kilt and a bowtie. The sloth is holding a quarterstaff and a big book. ink sketch.", ,,7
